时间,城市,音乐剧,卡司,剧院
2023-03-23 19:30,上海,桑塔露琪亚,牛博为 王天择 陈志,星空间6号·一台好戏小剧场
2023-03-23 19:30,上海,阿波罗尼亚,徐佳文 张智涵 曹牧之,星空间1号·一台好戏小剧场
2023-03-23 19:30,上海,小说,舒杨 徐昊 纪晓坤,星空间115号·缪时客小剧场
2023-03-23 19:30,上海,FLAMES火焰,钱安琪 钱蒙楠 相征,星空间4号·缪时客小剧场
2023-03-23 19:30,上海,灯塔,郭洧江 冯文彦 遇泓羊,星空间9号·鲸剧场
2023-03-23 19:30,上海,嘿！亚利桑那,吴杭律 滕春鹏 施哲明 卓群 郭俊宇 孙金瀚 陈旭茂,嘿！亚利桑那
2023-03-23 19:30,上海,宇宙大明星,杜鑫艳 郝李英杰 李磊,星空间8号·一台好戏方寸剧场
2023-03-23 19:30,上海,谋杀歌谣,徐步超 孙叶雨 潘龙 杜钇樵,上海老卵俱乐部
2023-03-23 19:30,上海,I LOVE YOU…,徐泽辉 贺梦洁 蛋蛋 张梦嫣,上海话剧艺术中心D6空间
2023-03-23 19:30,上海,苏州河北岸,王桓 侯睿 黄筱琳 康嘉诚 胡芳洲 霍泽安 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-23 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-23 19:30,成都,阿波罗尼亚,施博威 朱亚洲 郑文博,西部文化产业中心·一台好戏小剧场
2023-03-23 19:30,成都,灯塔,廖城志 孙博 李信,西部文化产业中心·鲸剧场
2023-03-23 19:30,珠海,青春禁忌游戏,丁辰西 方书剑 张博俊 刘彬濠 严小北,珠海大剧院歌剧厅
2023-03-24 16:30,武汉,灯塔,林世杰 梁宵默 刘秫呈,武汉剧院小剧场
2023-03-24 19:30,上海,狗和猫的时间,赵伟钢 钟舜傲,上海共舞台
2023-03-24 19:30,上海,猎罪图鉴,郭嘉轩 吴俊鹏 丁臻滢 莫海婧 王芯芯 刘乙萱 刘官卫 徐奕然 张雅琪 傅震华 朱涵彬 潘珏辰 叶嘉雯,人民大舞台
2023-03-24 19:30,上海,致命旋律,李存贤 张智伟 翟松 刁梦雪,长江剧场黑匣子
2023-03-24 19:30,上海,桑塔露琪亚,杨皓晨 徐昊 李苏霖,星空间6号·一台好戏小剧场
2023-03-24 19:30,上海,阿波罗尼亚,徐佳文 姜崃 周仕麒,星空间1号·一台好戏小剧场
2023-03-24 19:30,上海,月亮与六便士,孙豆尔 黎宛曈 俄吉古古 周钰斐,星空间815号·缪时客小剧场
2023-03-24 19:30,上海,小说,余镇鳌 钱蒙楠 田野,星空间115号·缪时客小剧场
2023-03-24 19:30,上海,FLAMES火焰,彭筱涵 于滨嘉 邵立君,星空间4号·缪时客小剧场
2023-03-24 19:30,上海,辛吉路的画材店,赵钱龙 牛博为 吴志军,星空间2号·好好有戏剧场
2023-03-24 19:30,上海,灯塔,赵洪博 徐泽辉 脱骁尧,星空间9号·鲸剧场
2023-03-24 19:30,上海,翻国王棋,郭虹旭 李秋盟 郭亢 黄偲 李子涵 张烜尔,星空间77号·鲸剧场
2023-03-24 19:30,上海,嘿！亚利桑那,冯远 曹牧之 孙之骥 于梦滢 郭俊宇 周波 智博闻,嘿！亚利桑那
2023-03-24 19:30,上海,宇宙大明星,王雨姝 郝李英杰 赵嘉艳,星空间8号·一台好戏方寸剧场
2023-03-24 19:30,上海,谋杀歌谣,李向哲 孙乐仟 顾易 沐里,上海老卵俱乐部
2023-03-24 19:30,上海,致爱,邓贤凌 陈楷,星空间11号·MOriginal Box
2023-03-24 19:30,上海,I LOVE YOU…,赵超凡 钱安琪 钱海睿 陈姝月,上海话剧艺术中心D6空间
2023-03-24 19:30,上海,呼救HELP,舒杨 卓群 年蔓婷 饶恒宇,星空间101号·缪时客小剧场
2023-03-24 19:30,上海,银河铁道之夜,张旭辰 夏阳,星空间99号·Salute小剧场
2023-03-24 19:30,上海,吸血鬼亚瑟,潘龙 蔡馨怡 赵毅劼,星空间15号·睿鱼剧场
2023-03-24 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-24 19:30,北京,致命旋律,于晓璘 邵奕磊 李乐尧 刘晓燕,开心麻花磁剧场
2023-03-24 19:30,成都,阿波罗尼亚,施博威 朱亚洲 郑文博,西部文化产业中心·一台好戏小剧场
2023-03-24 19:30,成都,灯塔,唐浩瑜 赵奕然 李信,西部文化产业中心·鲸剧场
2023-03-24 19:30,南京,我的遗愿清单,丁辉 张博俊,南京保利大剧院大剧场
2023-03-24 19:30,西安,人间失格,白举纲 刘令飞 李炜铃 亚森 徐梦,陕西大剧院歌剧厅
2023-03-24 19:30,西安,人间失格,刘令飞 白举纲 李炜铃 亚森 徐梦,陕西大剧院歌剧厅
2023-03-24 19:30,长沙,阿波罗尼亚,朱亮 王帅 陈志,阿波罗尼亚·长沙馆
2023-03-24 19:30,温州,聊斋·画皮,张馨元 赵穆宸 税子洺 高金秀 周子钧 张云轩,温州大剧院歌剧厅
2023-03-24 20:00,北京,威尼斯商人,洪果 王浩楠 郭禹良 云孟和,时间剧场TIME THEATRE
2023-03-24 20:00,深圳,求婚女王,,深圳开心麻花红山剧场380匣子
2023-03-24 20:00,深圳,稳稳的幸福,,深圳大剧院大剧场
2023-03-25 13:00,武汉,灯塔,文振宇 梁宵默 易俊,武汉剧院小剧场
2023-03-25 14:00,上海,I LOVE YOU…,高雨晨 贺梦洁 袁野 韩霜,上海话剧艺术中心D6空间
2023-03-25 14:00,成都,熊猫,,熊猫剧院
2023-03-25 14:30,上海,狗和猫的时间,刘阳 曹珺,上海共舞台
2023-03-25 14:30,上海,猎罪图鉴,郑艺彬 吴俊鹏 丁臻滢 于佳鑫 陈希琰 周文嘉 孙豆尔 田野 张雅琪 傅震华 朱涵彬 潘珏辰 叶嘉雯,人民大舞台
2023-03-25 14:30,上海,致命旋律,李存贤 张智伟 陈煜生 刁梦雪,长江剧场黑匣子
2023-03-25 14:30,上海,月亮与六便士,黄浦申 黎宛曈 俄吉古古 邹子月,星空间815号·缪时客小剧场
2023-03-25 14:30,上海,小说,舒杨 杜航 毛寅东,星空间115号·缪时客小剧场
2023-03-25 14:30,上海,FLAMES火焰,刘乙萱 纪晓坤 顾易,星空间4号·缪时客小剧场
2023-03-25 14:30,上海,辛吉路的画材店,李珏 左溢 王颢珏,星空间2号·好好有戏剧场
2023-03-25 14:30,上海,灯塔,元佳辰 冯文彦 脱骁尧,星空间9号·鲸剧场
2023-03-25 14:30,上海,嘿！亚利桑那,吴杭律 舒荣波 孙之骥 于梦滢 褚俊驰 唐超 高旭,嘿！亚利桑那
2023-03-25 14:30,上海,宇宙大明星,杜鑫艳 郝李英杰 鞠红川,星空间8号·一台好戏方寸剧场
2023-03-25 14:30,上海,致爱,王洁璐 钟子崴,星空间11号·MOriginal Box
2023-03-25 14:30,上海,吸血鬼亚瑟,许昌泰 彭筱涵 罗唯豪,星空间15号·睿鱼剧场
2023-03-25 14:30,北京,威尼斯商人,洪果 王浩楠 郭禹良 云孟和,时间剧场TIME THEATRE
2023-03-25 14:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-25 14:30,北京,致命旋律,丁宇佳 李卓远 李乐尧 刘晓燕,开心麻花磁剧场
2023-03-25 14:30,南京,我的遗愿清单,丁辉 张博俊,南京保利大剧院大剧场
2023-03-25 14:30,郑州,醉后赢家,杨君军 王子艺 李雪银 马小辈儿 许沁,郑州艺术宫
2023-03-25 15:00,深圳,求婚女王,,深圳开心麻花红山剧场380匣子
2023-03-25 16:00,南京,香水之谜,覃一凡 韩逸秋 胡天祺 秦雨,香水之谜剧场
2023-03-25 16:30,上海,谋杀歌谣,李向哲 孙叶雨 王天择 年蔓婷,上海老卵俱乐部
2023-03-25 16:30,武汉,灯塔,林世杰 饶克勤 刘秫呈,武汉剧院小剧场
2023-03-25 16:30,南京,火蔷薇,,1912戏精小剧场
2023-03-25 19:30,上海,狗和猫的时间,赵伟钢 钟舜傲,上海共舞台
2023-03-25 19:30,上海,猎罪图鉴,郑艺彬 姜彬 丁臻滢 于佳鑫 王芯芯 周文嘉 张琦铭 刘钊 张雅琪 桑可舟 朱涵彬 潘珏辰 毛珏懿,人民大舞台
2023-03-25 19:30,上海,致命旋律,赵洪博 赵磊 翟松 刁梦雪,长江剧场黑匣子
2023-03-25 19:30,上海,桑塔露琪亚,杨皓晨 徐昊 李苏霖,星空间6号·一台好戏小剧场
2023-03-25 19:30,上海,月亮与六便士,黄浦申 刘杨 杜航 邹子月,星空间815号·缪时客小剧场
2023-03-25 19:30,上海,小说,余镇鳌 孙豆尔 俄吉古古,星空间115号·缪时客小剧场
2023-03-25 19:30,上海,FLAMES火焰,钱安琪 钱蒙楠 相征,星空间4号·缪时客小剧场
2023-03-25 19:30,上海,辛吉路的画材店,赵钱龙 牛博为 吴志军,星空间2号·好好有戏剧场
2023-03-25 19:30,上海,灯塔,郭洧江 王逸飞 翟松,星空间9号·鲸剧场
2023-03-25 19:30,上海,翻国王棋,刘瀚聪 李秋盟 王颢珏 薛尚文 周波 李佳音,星空间77号·鲸剧场
2023-03-25 19:30,上海,嘿！亚利桑那,吴杭律 李磊 胡迪 卓群 郭俊宇 唐超 高旭,嘿！亚利桑那
2023-03-25 19:30,上海,Little Jack小杰克,顾易 黄可,ARK LIVE HOUSE
2023-03-25 19:30,上海,宇宙大明星,郭耀嵘 王嘉 赵嘉艳,星空间8号·一台好戏方寸剧场
2023-03-25 19:30,上海,谋杀歌谣,刘官卫 孙乐仟 吴俊鹏 杜钇樵,上海老卵俱乐部
2023-03-25 19:30,上海,致爱,王洁璐 陈楷,星空间11号·MOriginal Box
2023-03-25 19:30,上海,I LOVE YOU…,赵超凡 余思冉 钱海睿 马青利,上海话剧艺术中心D6空间
2023-03-25 19:30,上海,呼救HELP,舒杨 易群 年蔓婷 饶恒宇,星空间101号·缪时客小剧场
2023-03-25 19:30,上海,银河铁道之夜,张旭辰 夏阳,星空间99号·Salute小剧场
2023-03-25 19:30,上海,苏州河北岸,王桓 秦子然 黄筱琳 康嘉诚 胡芳洲 霍泽安 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-25 19:30,上海,吸血鬼亚瑟,潘龙 陈玉婷 黄偲,星空间15号·睿鱼剧场
2023-03-25 19:30,北京,威尼斯商人,洪果 王浩楠 郭禹良 云孟和,时间剧场TIME THEATRE
2023-03-25 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-25 19:30,北京,致命旋律,于晓璘 王培杰 李乐尧 刘晓燕,开心麻花磁剧场
2023-03-25 19:30,成都,阿波罗尼亚,施博威 朱亚洲 郑文博,西部文化产业中心·一台好戏小剧场
2023-03-25 19:30,成都,灯塔,唐浩瑜 王世鑫 杜舟,西部文化产业中心·鲸剧场
2023-03-25 19:30,广州,阿波罗尼亚,陈科铭 徐步超 李玉言,阿波罗尼亚·广州馆
2023-03-25 19:30,武汉,灯塔,文振宇 梁宵默 张鑫澳,武汉剧院小剧场
2023-03-25 19:30,长沙,阿波罗尼亚,朱亮 王帅 陈志,阿波罗尼亚·长沙馆
2023-03-25 19:30,天津,赵氏孤儿,郑棋元 何亮辰 徐均朔 赵凡嘉 朱芾 朱梓溶 赵禹钧 胡超政 陈韬 宗雪健 谢馨仪,天津大剧院歌剧厅
2023-03-25 19:30,郑州,醉后赢家,杨君军 王子艺 李雪银 马小辈儿 许沁,郑州艺术宫
2023-03-25 19:30,唐山,摘星辰,铭亮 李宸希 黄唯铭 高天鹤 陈乐一 湛嘉丽 金天泽 董志勇 吴耿华,唐山大剧院
2023-03-25 20:00,深圳,求婚女王,,深圳开心麻花红山剧场380匣子
2023-03-25 20:00,深圳,稳稳的幸福,,深圳大剧院大剧场
2023-03-26 13:00,武汉,灯塔,文振宇 梁宵默 刘秫呈,武汉剧院小剧场
2023-03-26 14:00,上海,翻国王棋,蛋蛋 张琦铭 李佳音 黄偲 李子涵 张烜尔,星空间77号·鲸剧场
2023-03-26 14:00,上海,I LOVE YOU…,高雨晨 贺梦洁 徐奕然 张钟仪,上海话剧艺术中心D6空间
2023-03-26 14:30,上海,狗和猫的时间,刘阳 曹珺,上海共舞台
2023-03-26 14:30,上海,猎罪图鉴,张泽 姜彬 徐瑶 莫海婧 陈希琰 刘乙萱 孙豆尔 刘钊 张艺 张云轩 周波 潘珏辰 卓群,人民大舞台
2023-03-26 14:30,上海,致命旋律,赵洪博 赵磊 翟松 秦子淳,长江剧场黑匣子
2023-03-26 14:30,上海,月亮与六便士,田野 陈旭 俄吉古古 蒋芸,星空间815号·缪时客小剧场
2023-03-26 14:30,上海,小说,牛博为 吴俊鹏 毛寅东,星空间115号·缪时客小剧场
2023-03-26 14:30,上海,辛吉路的画材店,赵钱龙 左溢 吴志军,星空间2号·好好有戏剧场
2023-03-26 14:30,上海,灯塔,郭洧江 尹智博 脱骁尧,星空间9号·鲸剧场
2023-03-26 14:30,上海,嘿！亚利桑那,冯远 曹牧之 胡迪 于梦滢 褚俊驰 孙金瀚 高旭,嘿！亚利桑那
2023-03-26 14:30,上海,宇宙大明星,王雨姝 王嘉 赵嘉艳,星空间8号·一台好戏方寸剧场
2023-03-26 14:30,上海,致爱,邓贤凌 陈楷,星空间11号·MOriginal Box
2023-03-26 14:30,上海,呼救HELP,王芯芯 易群 年蔓婷 饶恒宇,星空间101号·缪时客小剧场
2023-03-26 14:30,上海,吸血鬼亚瑟,许昌泰 邱鑫悦 刘勃汐,星空间15号·睿鱼剧场
2023-03-26 14:30,北京,威尼斯商人,洪果 王浩楠 郭禹良 云孟和,时间剧场TIME THEATRE
2023-03-26 14:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-26 14:30,北京,致命旋律,邓泽镐 李卓远 李信 刘晓燕,开心麻花磁剧场
2023-03-26 14:30,广州,阿波罗尼亚,杨宇威 徐步超 李玉言,阿波罗尼亚·广州馆
2023-03-26 14:30,长沙,南唐后主,张智涵 徐泽辉 王梓庭 遇泓羊 白瀚祥 蔡淇 邵玎 叶嘉雯 申帅 徐杭 周钰斐 叶秋,梅溪湖国际文化艺术中心大剧院
2023-03-26 14:30,长沙,阿波罗尼亚,朱亮 曾鑫 陈志,阿波罗尼亚·长沙馆
2023-03-26 15:00,深圳,求婚女王,,深圳开心麻花红山剧场380匣子
2023-03-26 16:00,南京,香水之谜,覃一凡 韩逸秋 胡天祺 秦雨,香水之谜剧场
2023-03-26 16:30,上海,谋杀歌谣,钱蒙楠 孙乐仟 姜呈洋 沐里,上海老卵俱乐部
2023-03-26 16:30,上海,银河铁道之夜,殷浩伦 管重昊,星空间99号·Salute小剧场
2023-03-26 16:30,武汉,灯塔,林世杰 饶克勤 张鑫澳,武汉剧院小剧场
2023-03-26 16:30,南京,火蔷薇,,1912戏精小剧场
2023-03-26 19:15,上海,花儿与号手,,上海大剧院大剧场
2023-03-26 19:30,上海,狗和猫的时间,崔恩尔 余思冉,上海共舞台
2023-03-26 19:30,上海,猎罪图鉴,郑艺彬 姜彬 徐瑶 于佳鑫 陈希琰 周文嘉 孙豆尔 顾易 张雅琪 毛寅东 周波 徐茜 毛珏懿,人民大舞台
2023-03-26 19:30,上海,致命旋律,李存贤 赵磊 翟松 黎宛曈,长江剧场黑匣子
2023-03-26 19:30,上海,阿波罗尼亚,徐佳文 李政绪 周仕麒,星空间1号·一台好戏小剧场
2023-03-26 19:30,上海,月亮与六便士,吴俊鹏 温雅祺 杜航 邹子月,星空间815号·缪时客小剧场
2023-03-26 19:30,上海,小说,舒杨 徐昊 纪晓坤,星空间115号·缪时客小剧场
2023-03-26 19:30,上海,FLAMES火焰,陈旭 何铭海 汤佳明,星空间4号·缪时客小剧场
2023-03-26 19:30,上海,辛吉路的画材店,李珏 董豫辰 吴志军,星空间2号·好好有戏剧场
2023-03-26 19:30,上海,翻国王棋,刘瀚聪 王逸飞 王颢珏 薛尚文 李子涵 暴晓萱,星空间77号·鲸剧场
2023-03-26 19:30,上海,宇宙大明星,李秋盟 郝李英杰 李磊,星空间8号·一台好戏方寸剧场
2023-03-26 19:30,上海,谋杀歌谣,刘官卫 孙乐仟 潘龙 王芯芯,上海老卵俱乐部
2023-03-26 19:30,上海,苏州河北岸,王桓 秦子然 黄筱琳 康嘉诚 胡芳洲 霍泽安 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-26 19:30,成都,阿波罗尼亚,施博威 朱亚洲 郑文博,西部文化产业中心·一台好戏小剧场
2023-03-26 19:30,成都,灯塔,唐浩瑜 孙博 范杰,西部文化产业中心·鲸剧场
2023-03-26 19:30,长沙,南唐后主,张智涵 王敏辉 王梓庭 遇泓羊 白瀚祥 蔡淇 邵玎 叶嘉雯 申帅 徐杭 周钰斐 叶秋,梅溪湖国际文化艺术中心大剧院
2023-03-26 19:30,天津,赵氏孤儿,郑棋元 何亮辰 徐均朔 赵凡嘉 朱芾 朱梓溶 赵禹钧 胡超政 陈韬 宗雪健 谢馨仪,天津大剧院歌剧厅
2023-03-26 19:30,唐山,摘星辰,铭亮 李宸希 黄唯铭 高天鹤 陈乐一 湛嘉丽 金天泽 董志勇 吴耿华,唐山大剧院
2023-03-26 20:00,海口,寻找家人,赵丹霓 曹小欠儿 宋周鑫 施天玮 傅祥安,海口湾演艺中心
2023-03-27 19:15,上海,花儿与号手,,上海大剧院大剧场
2023-03-27 19:30,上海,猎罪图鉴,郑艺彬 姜彬 徐瑶 于佳鑫 蒋倩如 刘乙萱 倪晔 田野 张雅琪 毛寅东 朱涵彬 徐茜 卓群,人民大舞台
2023-03-27 19:30,上海,桑塔露琪亚,舒荣波 姜崃 郭嘉轩,星空间6号·一台好戏小剧场
2023-03-27 19:30,厦门,青春禁忌游戏,江南 丁辉 项裕 刘彬濠 孙叶雨,嘉庚剧院
2023-03-28 19:30,上海,狗和猫的时间,崔恩尔 钟舜傲,上海共舞台
2023-03-28 19:30,上海,猎罪图鉴,郑艺彬 姜彬 徐瑶 于佳鑫 蒋倩如 刘乙萱 倪晔 刘钊 罗玉玲 桑可舟 朱涵彬 潘珏辰 卓群,人民大舞台
2023-03-28 19:30,上海,桑塔露琪亚,牛博为 徐昊 李苏霖,星空间6号·一台好戏小剧场
2023-03-28 19:30,上海,阿波罗尼亚,朱亮 姜崃 郝李英杰,星空间1号·一台好戏小剧场
2023-03-28 19:30,上海,翻国王棋,徐泽辉 李秋盟 李佳音 于滨嘉 邵立君 杜钇樵,星空间77号·鲸剧场
2023-03-28 19:30,上海,谋杀歌谣,刘官卫 叶嘉雯 姜呈洋 沐里,上海老卵俱乐部
2023-03-28 19:30,上海,I LOVE YOU…,张智涵 张烜尔 张玮伦 张钟仪,上海话剧艺术中心D6空间
2023-03-28 19:30,上海,苏州河北岸,赵钱龙 侯睿 王闻乐 王逸飞 胡芳洲 霍泽安 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-28 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-28 19:30,广州,阿波罗尼亚,施博威 朱亚洲 李玉言,阿波罗尼亚·广州馆
2023-03-28 19:30,厦门,青春禁忌游戏,江南 方书剑 项裕 刘彬濠 孙叶雨,嘉庚剧院
2023-03-29 19:30,上海,我在时间尽头等你,林彦俊 赵晏伯 潘艺琳 严小北 赵穆宸,上海文化广场主剧场
2023-03-29 19:30,上海,狗和猫的时间,崔恩尔 钟舜傲,上海共舞台
2023-03-29 19:30,上海,桑塔露琪亚,郝李英杰 徐昊 李苏霖,星空间6号·一台好戏小剧场
2023-03-29 19:30,上海,阿波罗尼亚,朱亮 张玮伦 赵霄汉,星空间1号·一台好戏小剧场
2023-03-29 19:30,上海,辛吉路的画材店,徐杭 左溢 王颢珏,星空间2号·好好有戏剧场
2023-03-29 19:30,上海,翻国王棋,郭虹旭 张琦铭 刘官卫 黄偲 刘明明 马小乔,星空间77号·鲸剧场
2023-03-29 19:30,上海,嘿！亚利桑那,冯远 李磊 施哲明 周文嘉 褚俊驰 唐超 陈旭茂,嘿！亚利桑那
2023-03-29 19:30,上海,宇宙大明星,郭耀嵘 王嘉 孙路路,星空间8号·一台好戏方寸剧场
2023-03-29 19:30,上海,谋杀歌谣,钱蒙楠 叶嘉雯 吴俊鹏 王芯芯,上海老卵俱乐部
2023-03-29 19:30,上海,苏州河北岸,赵钱龙 侯睿 王闻乐 王逸飞 霍泽安 刘铭杰 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-29 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-29 19:30,广州,阿波罗尼亚,施博威 朱亚洲 李玉言,阿波罗尼亚·广州馆
2023-03-30 19:30,上海,我在时间尽头等你,林彦俊 赵晏伯 潘艺琳 严小北 赵穆宸,上海文化广场主剧场
2023-03-30 19:30,上海,狗和猫的时间,崔恩尔 余思冉,上海共舞台
2023-03-30 19:30,上海,猎罪图鉴,蔡淇 徐昊 丁汀 于佳鑫 陈希琰 周文嘉 刘官卫 徐奕然 张雅琪 桑可舟 饶恒宇 徐茜 毛珏懿,人民大舞台
2023-03-30 19:30,上海,桑塔露琪亚,曹牧之 王天择 朱亮,星空间6号·一台好戏小剧场
2023-03-30 19:30,上海,阿波罗尼亚,徐佳文 李政绪 赵霄汉,星空间1号·一台好戏小剧场
2023-03-30 19:30,上海,小说,相征 杜航 纪晓坤,星空间115号·缪时客小剧场
2023-03-30 19:30,上海,FLAMES火焰,刘乙萱 孙豆尔 瞿艺,星空间4号·缪时客小剧场
2023-03-30 19:30,上海,翻国王棋,郭虹旭 刘阳 王颢珏 薛尚文 刘明明 马小乔,星空间77号·鲸剧场
2023-03-30 19:30,上海,宇宙大明星,李秋盟 郝李英杰 孙路路,星空间8号·一台好戏方寸剧场
2023-03-30 19:30,上海,谋杀歌谣,徐步超 孙乐仟 顾易 杜钇樵,上海老卵俱乐部
2023-03-30 19:30,上海,I LOVE YOU…,徐泽辉 张烜尔 钱海睿 韩霜,上海话剧艺术中心D6空间
2023-03-30 19:30,上海,银河铁道之夜,曹珺 管重昊,星空间99号·Salute小剧场
2023-03-30 19:30,上海,苏州河北岸,王桓 侯睿 黄筱琳 康嘉诚 霍泽安 刘铭杰 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-30 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-30 19:30,广州,阿波罗尼亚,陈科铭 朱亚洲 郑文博,阿波罗尼亚·广州馆
2023-03-30 19:30,武汉,灯塔,林世杰 张鑫澳 刘秫呈,武汉剧院小剧场
2023-03-30 20:00,福州,聊斋·画皮,丁臻滢 项裕 毛二 高金秀 周子钧 张云轩,福建大剧院
2023-03-30 20:00,海口,阿波罗尼亚,施天玮 梁宵默 陈楷,海口湾演艺中心
2023-03-31 19:00,沈阳,人间失格,白举纲 刘令飞 陈恬 张玮伦 张沁丹,盛京大剧院歌剧厅
2023-03-31 19:30,上海,卡拉马佐夫兄弟,付翔 胡迪 李炜鹏 郑艺彬 张泽,上海大剧院别克中剧场
2023-03-31 19:30,上海,狗和猫的时间,刘阳 白倬铭,上海共舞台
2023-03-31 19:30,上海,致命旋律,霍京晖 赵磊 孙敬贤 刁梦雪,长江剧场黑匣子
2023-03-31 19:30,上海,阿波罗尼亚,李苏霖 李秋盟 周仕麒,星空间1号·一台好戏小剧场
2023-03-31 19:30,上海,月亮与六便士,孙豆尔 黎宛曈 俄吉古古 盛可欣,星空间815号·缪时客小剧场
2023-03-31 19:30,上海,小说,余镇鳌 崔承宇 毛寅东,星空间115号·缪时客小剧场
2023-03-31 19:30,上海,辛吉路的画材店,李珏 左溢 吴志军,星空间2号·好好有戏剧场
2023-03-31 19:30,上海,灯塔,赵洪博 冯文彦 翟松,星空间9号·鲸剧场
2023-03-31 19:30,上海,翻国王棋,刘瀚聪 王逸飞 李佳音 孙欣业 周波 张烜尔,星空间77号·鲸剧场
2023-03-31 19:30,上海,嘿！亚利桑那,印小倩 曹牧之 孙之骥 王玙璠 王壹 孙金瀚 高旭,嘿！亚利桑那
2023-03-31 19:30,上海,Little Jack小杰克,饶恒宇 陈棋尔,ARK LIVE HOUSE
2023-03-31 19:30,上海,宇宙大明星,杜鑫艳 王嘉 冒海飞,星空间8号·一台好戏方寸剧场
2023-03-31 19:30,上海,谋杀歌谣,钱蒙楠 孙乐仟 姜呈洋 王芯芯,上海老卵俱乐部
2023-03-31 19:30,上海,致爱,周文嘉 孙礼杰,星空间11号·MOriginal Box
2023-03-31 19:30,上海,I LOVE YOU…,高雨晨 钱安琪 钱海睿 陈姝月,上海话剧艺术中心D6空间
2023-03-31 19:30,上海,银河铁道之夜,殷浩伦 管重昊,星空间99号·Salute小剧场
2023-03-31 19:30,上海,苏州河北岸,王桓 秦子然 黄筱琳 康嘉诚 霍泽安 刘铭杰 赵嘉豪,上海犹太难民纪念馆摩西会堂
2023-03-31 19:30,上海,吸血鬼亚瑟,施博威 彭筱涵 赵毅劼,星空间15号·睿鱼剧场
2023-03-31 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-03-31 19:30,北京,致命旋律,于晓璘 王培杰 李乐尧 刘晓燕,开心麻花磁剧场
2023-03-31 19:30,成都,阿波罗尼亚,杨宇威 徐圣兹 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-03-31 19:30,成都,灯塔,廖城志 孙博 范杰,西部文化产业中心·鲸剧场
2023-03-31 19:30,广州,安娜·卡列尼娜,张会芳 洪之光 吴轶群 杨皓晨 米晨晨 郭亢 王峙儒 宁馨儿 胡矿 徐晶晶 何杉 黄隽秋,广州大剧院歌剧厅
2023-03-31 19:30,广州,阿波罗尼亚,陈科铭 曾鑫 郑文博,阿波罗尼亚·广州馆
2023-03-31 19:30,武汉,灯塔,林世杰 张鑫澳 刘秫呈,武汉剧院小剧场
2023-03-31 19:30,长沙,阿波罗尼亚,朱亮 朱亚洲 李存贤,阿波罗尼亚·长沙馆
2023-03-31 19:30,苏州,寻找家人,赵丹霓 曹小欠儿 宋周鑫 梁朋杰 傅祥安,苏州文化艺术中心大剧院
2023-03-31 19:30,佛山,南唐后主,张智涵 王敏辉 王梓庭 遇泓羊 白瀚祥 蔡淇 邵玎 叶嘉雯 王佳璇 申帅 周钰斐 叶秋,佛山大剧院大剧场
2023-03-31 20:00,北京,威尼斯商人,冯鑫垚 李嘉骏 郭禹良 云孟和,时间剧场TIME THEATRE
2023-03-31 20:00,深圳,蝶变,赵嘉艳 赵雨卉 刘泽星,万象天地剧场
2023-03-31 20:00,福州,聊斋·画皮,丁臻滢 项裕 毛二 高金秀 周子钧 张云轩,福建大剧院
2023-03-31 20:00,海口,阿波罗尼亚,施天玮 梁宵默 陈楷,海口湾演艺中心
2023-04-01 11:00,成都,熊猫,,熊猫剧院
2023-04-01 14:00,上海,I LOVE YOU…,高雨晨 贺梦洁 钱海睿 马青利,上海话剧艺术中心D6空间
