时间,城市,音乐剧,卡司,剧院
2023-07-29 14:30,上海,FLAMES火焰,廖婧媛 于滨嘉 汤佳明,星空间4号·缪时客小剧场
2023-07-29 14:30,上海,辛吉路的画材店,徐杭 戴家晟 吴志军,星空间2号·好好有戏剧场
2023-07-29 14:30,上海,灯塔,霍京晖 冯文彦 孙欣业,星空间9号·鲸剧场
2023-07-29 14:30,上海,嘿！亚利桑那,吴杭律 王桓 王逸飞 周文嘉 王壹 宋凯文 高尔金宝音,嘿！亚利桑那
2023-07-29 14:30,上海,狄俄尼索斯,陈晓琼 王国栋 陈膺浩 陈彦汗,星空间622号·BDWAY小剧场
2023-07-29 14:30,北京,超时空同居,傅祥安 蔡馨怡 胡芳洲 娄睿 高旭 贾景伊 黄炜帆 赵雅妮 陈旭茂,天桥艺术中心中剧场
2023-07-29 14:30,北京,北京故事,吴静 李垚垚 霍元圆 霍姝君 林杉 关文庆 袁帅 王玉兰 许晓瑄 胡正昊 杜佳禧 张澜馨 李珺哲 江海洋,京演·民族文化宫大剧院
2023-07-29 14:30,北京,威尼斯商人,洪果 孙化卓 郭禹良 周校校,时间剧场TIME THEATRE
2023-07-29 14:30,北京,蝶变,钱安琪 赵雨卉 刘泽星,西区剧场
2023-07-29 14:30,广州,剧院魅影,何亮辰 杨陈秀一 马添龙 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-07-29 15:00,上海,Ordinary Days 不·平凡的日子,李梓溪 万钰彬 黎珂儿 王海旭,星空间1277号 果俗剧场
2023-07-29 15:00,上海,谋杀歌谣,李向哲 孙叶雨 顾易 沐里,上海老卵俱乐部
2023-07-29 15:00,武汉,灯塔,文振宇 陈梓煊 刘秫呈,武汉剧院小剧场
2023-07-29 15:30,西安,丝路之声,梁广 田恬 江柏成 安婧祎 谭建业 吴凯泽 杨雨婷 孙晶俐 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2023-07-29 17:00,上海,LIZZIE丽兹,杨舒妍 丁臻滢 冯远 王洁璐,星空间11号·MOriginal Box
2023-07-29 19:00,上海,Little Jack小杰克,马灵奇 陈棋尔,ARK LIVE HOUSE
2023-07-29 19:00,成都,灯塔,杨博皓 赵奕然 杜舟,西部文化产业中心·鲸剧场
2023-07-29 19:00,大连,国之韶华,,大连大剧院
2023-07-29 19:30,上海,狗和猫的时间,刘阳 白倬铭,上海共舞台
2023-07-29 19:30,上海,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,兰心大戏院
2023-07-29 19:30,上海,嗜血博士,毛二 管重昊 潘珏辰,星空间1023号·涵金小剧场
2023-07-29 19:30,上海,致命旋律,李存贤 张智伟 方银河 丁辰西,长江剧场黑匣子
2023-07-29 19:30,上海,月亮与六便士,吴俊鹏 温雅祺 杜航 黄可,星空间815号·缪时客小剧场
2023-07-29 19:30,上海,辛吉路的画材店,曹屿辰 牛博为 顾易,星空间2号·好好有戏剧场
2023-07-29 19:30,上海,灯塔,郭洧江 孙博 孙欣业,星空间9号·鲸剧场
2023-07-29 19:30,上海,翻国王棋,郭虹旭 李秋盟 郭亢 于滨嘉 宋元明 李佳音,星空间77号·鲸剧场
2023-07-29 19:30,上海,阿尔托，梵高,朱微之 钟子崴 智博闻,星空间17号·NFP小剧场
2023-07-29 19:30,上海,嘿！亚利桑那,吴杭律 李磊 张艺 周文嘉 王壹 宋凯文 高尔金宝音,嘿！亚利桑那
2023-07-29 19:30,上海,狄俄尼索斯,陈晓琼 孙豆尔 王颢珏 陈膺浩,星空间622号·BDWAY小剧场
2023-07-29 19:30,上海,谋杀歌谣,徐步超 孙叶雨 姜呈洋 年蔓婷,上海老卵俱乐部
2023-07-29 19:30,上海,无人岛,周仕麒 孙天宇 王玙璠,黄浦剧场小剧场
2023-07-29 19:30,上海,双重危机,祝颂皓 张博俊,星空间19号
2023-07-29 19:30,上海,少年歌行梵音谣,钱蒙楠 邵立君 张晟嘉 王梓,星空间81号·白剧场
2023-07-29 19:30,北京,超时空同居,傅祥安 郭耀嵘 桑可舟 娄睿 周波 贾景伊 黄炜帆 赵雅妮 高旭,天桥艺术中心中剧场
2023-07-29 19:30,北京,一出好戏,黄渤 周可人 蓝盈莹 陆宇鹏 张伦硕 周国帅,北京保利剧院
2023-07-29 19:30,北京,北京故事,王莹 林萍 朱桦 赵云红 林杉 关文庆 袁帅 王玉兰 李垚垚 胡正昊 杜佳禧 张澜馨 李珺哲 江海洋,京演·民族文化宫大剧院
2023-07-29 19:30,北京,威尼斯商人,洪果 孙化卓 郭禹良 周校校,时间剧场TIME THEATRE
2023-07-29 19:30,北京,蝶变,钱安琪 赵雨卉 刘泽星,西区剧场
2023-07-29 19:30,北京,Time Share House狂想曲,鲁芳岐 方潇亦 朱羿达 邓烺怡 钱可欣,猕猴桃剧场
2023-07-29 19:30,成都,阿波罗尼亚,施博威 朱亚洲 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-07-29 19:30,广州,剧院魅影,刘令飞 潘杭苇 赵超凡 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-07-29 19:30,广州,阿波罗尼亚,杨宇威 张毅凯 李玉言,阿波罗尼亚·广州馆
2023-07-29 19:30,武汉,灯塔,曾阵 张鑫澳 王皓,武汉剧院小剧场
2023-07-29 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-07-29 19:30,长沙,桑塔露琪亚,赵霄汉 姜崃 陈志,长沙·方寸剧场
2023-07-29 19:30,常州,摘星辰,高品 李宸希 黄唯铭 刘丁松 张雅琪 潘蕾蕾 高天鹤 袁岱 刘泽蓬,常州大剧院
2023-07-29 19:30,廊坊,何处春江无月明,夏振凯 王迎月圆 常进 胡艺蕾 刘一谷 赵晏伯,丝绸之路国际艺术交流中心戏剧厅
2023-07-29 20:00,上海,Ordinary Days 不·平凡的日子,赵子萌 万钰彬 黎珂儿 白瀚祥,星空间1277号 果俗剧场
2023-07-29 20:00,上海,LIZZIE丽兹,严小北 申霓 邓贤凌 宁梦恬,星空间11号·MOriginal Box
2023-07-29 20:00,深圳,卡拉马佐夫兄弟,倪晔 滕春鹏 李炜鹏 郑艺彬 张泽,深圳滨海艺术中心歌剧厅
2023-07-29 20:00,深圳,恋爱轻飘飘,,深圳滨海艺术中心多功能厅
2023-07-30 11:30,成都,熊猫,,熊猫剧院
2023-07-30 14:00,上海,Ordinary Days 不·平凡的日子,田梦 万钰彬 黎珂儿 王海旭,星空间1277号 果俗剧场
2023-07-30 14:00,上海,翻国王棋,徐泽辉 刘阳 刘官卫 车鸣笛 刘明明 马小乔,星空间77号·鲸剧场
2023-07-30 14:00,上海,LIZZIE丽兹,刘乙萱 郑涵一 周文嘉 党韫葳,星空间11号·MOriginal Box
2023-07-30 14:00,上海,少年歌行梵音谣,崔承宇 许昌泰 相征 虞晓旭,星空间81号·白剧场
2023-07-30 14:00,上海,Amanda的三十八岁生日,李恩妤 傅震华 张旭辰,白玉兰剧场
2023-07-30 14:00,成都,熊猫,,熊猫剧院
2023-07-30 14:30,上海,狗和猫的时间,崔恩尔 钟舜傲,上海共舞台
2023-07-30 14:30,上海,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,兰心大戏院
2023-07-30 14:30,上海,嗜血博士,朱微之 汤佳明 葛洧吟,星空间1023号·涵金小剧场
2023-07-30 14:30,上海,致命旋律,赵洪博 张智伟 方银河 刁梦雪,长江剧场黑匣子
2023-07-30 14:30,上海,月亮与六便士,白一博 暴晓萱 杜航 周钰斐,星空间815号·缪时客小剧场
2023-07-30 14:30,上海,小说,舒杨 吴俊鹏 徐步超,星空间115号·缪时客小剧场
2023-07-30 14:30,上海,辛吉路的画材店,徐杭 于滨嘉 顾易,星空间2号·好好有戏剧场
2023-07-30 14:30,上海,灯塔,元佳辰 王逸飞 孙欣业,星空间9号·鲸剧场
2023-07-30 14:30,上海,嘿！亚利桑那,陈玉婷 舒荣波 张艺 王玙璠 连江维 宋凯文 高尔金宝音,嘿！亚利桑那
2023-07-30 14:30,上海,狄俄尼索斯,强东玥 孙豆尔 陈膺浩 韩逸秋,星空间622号·BDWAY小剧场
2023-07-30 14:30,广州,剧院魅影,刘令飞 杨陈秀一 马添龙 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-07-30 15:00,武汉,灯塔,李坤嘉 陈梓煊 刘秫呈,武汉剧院小剧场
2023-07-30 15:30,西安,丝路之声,梁广 田恬 江柏成 袁也 谭建业 吴凯泽 杨雨婷 孙晶俐 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2023-07-30 16:30,上海,谋杀歌谣,钱蒙楠 陈棋尔 马海生 覃一凡,上海老卵俱乐部
2023-07-30 16:30,成都,灯塔,杨博皓 杜皓云 范杰,西部文化产业中心·鲸剧场
2023-07-30 16:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-07-30 17:00,上海,LIZZIE丽兹,严小北 丁臻滢 邓贤凌 宁梦恬,星空间11号·MOriginal Box
2023-07-30 19:00,大连,国之韶华,,大连大剧院
2023-07-30 19:15,上海,灵魂摆渡之永生,于毅 丁辉 崔秀丽 田依凡 徐奕然 朱凯龙 潘天国 赵嘉豪 高有顺 陈炅明 王嘉 莫玉滢 王奕 林梦艾 王冠华 陈诗丹 邹楚瑜,东方艺术中心歌剧厅
2023-07-30 19:30,上海,狗和猫的时间,郭嘉轩 白倬铭,上海共舞台
2023-07-30 19:30,上海,嗜血博士,毛二 管重昊 赵子萌,星空间1023号·涵金小剧场
2023-07-30 19:30,上海,致命旋律,丁宇佳 刘政 方银河 黎宛曈,长江剧场黑匣子
2023-07-30 19:30,上海,桑塔露琪亚,郝李英杰 李秋盟 李磊,星空间6号·一台好戏小剧场
2023-07-30 19:30,上海,阿波罗尼亚,朱亮 邵奕磊 李存贤,星空间1号·一台好戏小剧场
2023-07-30 19:30,上海,Ordinary Days 不·平凡的日子,李梓溪 余镇鳌 黎珂儿 白瀚祥,星空间1277号 果俗剧场
2023-07-30 19:30,上海,月亮与六便士,吴俊鹏 温雅祺 王壹 卓群,星空间815号·缪时客小剧场
2023-07-30 19:30,上海,小说,郭洧江 杜航 徐步超,星空间115号·缪时客小剧场
2023-07-30 19:30,上海,辛吉路的画材店,温升宝 牛博为 吴志军,星空间2号·好好有戏剧场
2023-07-30 19:30,上海,翻国王棋,蛋蛋 张琦铭 李佳音 于滨嘉 刘明明 暴晓萱,星空间77号·鲸剧场
2023-07-30 19:30,上海,谋杀歌谣,李向哲 孙叶雨 姜呈洋 年蔓婷,上海老卵俱乐部
2023-07-30 19:30,上海,无人岛,周仕麒 孙天宇 王玙璠,黄浦剧场小剧场
2023-07-30 19:30,上海,少年歌行梵音谣,周宇杰 邵立君 张晟嘉 虞晓旭,星空间81号·白剧场
2023-07-30 19:30,成都,阿波罗尼亚,施博威 朱亚洲 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-07-30 19:30,广州,剧院魅影,马佳 潘杭苇 赵超凡 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-07-30 19:30,广州,阿波罗尼亚,杨宇威 张毅凯 李玉言,阿波罗尼亚·广州馆
2023-07-30 19:30,武汉,灯塔,文振宇 陈梓煊 王皓,武汉剧院小剧场
2023-07-30 19:30,长沙,桑塔露琪亚,赵霄汉 姜崃 陈志,长沙·方寸剧场
2023-07-30 19:30,常州,摘星辰,高品 李宸希 黄唯铭 刘丁松 张雅琪 潘蕾蕾 高天鹤 袁岱 刘泽蓬,常州大剧院
2023-07-30 20:00,上海,LIZZIE丽兹,丁辰西 申霓 冯远 王洁璐,星空间11号·MOriginal Box
2023-07-30 20:00,成都,Hi Hi 莎士比亚,黄雨蝶 缪银海 赵奕然 姚一依,off stage live
2023-07-31 11:30,成都,熊猫,,熊猫剧院
2023-07-31 14:00,成都,熊猫,,熊猫剧院
2023-07-31 19:15,上海,灵魂摆渡之永生,于毅 瞿艺 于佳鑫 田依凡 徐奕然 朱凯龙 潘天国 赵嘉豪 高有顺 陈炅明 王嘉 莫玉滢 王奕 林梦艾 王冠华 陈诗丹 邹楚瑜,东方艺术中心歌剧厅
2023-08-01 14:30,廊坊,家,高闻天 陈檀雅 王艺璇 余李敦 张颖菲 张延上茗 开思源 刘依萍 马超 窦程程 郑玥 马尚之 刘子壮 刘开来 王瑞溪 许环亚 张延上茗 卢天 李佳颖 郭钰,丝绸之路国际艺术交流中心歌剧厅
2023-08-01 19:30,上海,阿波罗尼亚,陈科铭 朱亚洲 陈志,星空间1号·一台好戏小剧场
2023-08-01 19:30,上海,Ordinary Days 不·平凡的日子,何郝熙 万钰彬 张烜尔 白瀚祥,星空间1277号 果俗剧场
2023-08-01 19:30,上海,翻国王棋,蛋蛋 遇泓羊 郭亢 车鸣笛 邵立君 暴晓萱,星空间77号·鲸剧场
2023-08-01 19:30,上海,LIZZIE丽兹,严小北 朱芾 周文嘉 党韫葳,星空间11号·MOriginal Box
2023-08-01 19:30,上海,无人岛,陈楷 牛博为 吴杭律,黄浦剧场小剧场
2023-08-01 19:30,广州,剧院魅影,何亮辰 杨陈秀一 马添龙 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-08-01 19:30,廊坊,家,高闻天 陈檀雅 王艺璇 余李敦 张颖菲 张延上茗 开思源 刘依萍 马超 窦程程 郑玥 马尚之 刘子壮 刘开来 王瑞溪 许环亚 张延上茗 卢天 李佳颖 郭钰,丝绸之路国际艺术交流中心歌剧厅
2023-08-02 19:30,上海,人间失格,白举纲 刘令飞 李炜铃 张玮伦 徐梦,上海大剧院大剧场
2023-08-02 19:30,上海,嗜血博士,顾易 何铭海 杨颖,星空间1023号·涵金小剧场
2023-08-02 19:30,上海,阿波罗尼亚,陈科铭 李政绪 赵霄汉,星空间1号·一台好戏小剧场
2023-08-02 19:30,上海,月亮与六便士,白一博 温雅祺 薛尚文 黄可,星空间815号·缪时客小剧场
2023-08-02 19:30,上海,辛吉路的画材店,李珏 夏阳 王颢珏,星空间2号·好好有戏剧场
2023-08-02 19:30,上海,翻国王棋,徐泽辉 刘阳 刘官卫 于滨嘉 邵立君 暴晓萱,星空间77号·鲸剧场
2023-08-02 19:30,上海,嘿！亚利桑那,冯远 王桓 王逸飞 王玙璠 褚俊驰 孙金瀚 高尔金宝音,嘿！亚利桑那
2023-08-02 19:30,上海,LIZZIE丽兹,丁辰西 朱芾 邓贤凌 宁梦恬,星空间11号·MOriginal Box
2023-08-02 19:30,上海,无人岛,张铎 刘牧 许沁,黄浦剧场小剧场
2023-08-02 19:30,上海,双重危机,邵奕磊 张博俊,星空间19号
2023-08-02 19:30,北京,北京故事,王莹 林萍 朱桦 赵云红 林杉 关文庆 袁帅 王玉兰 李垚垚 胡正昊 杜佳禧 张澜馨 李珺哲 江海洋,京演·民族文化宫大剧院
2023-08-02 19:30,广州,剧院魅影,阿云嘎 杨陈秀一 赵超凡 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-08-02 19:30,广州,阿波罗尼亚,郑金铠 王常凯 李玉言,阿波罗尼亚·广州馆
2023-08-03 11:30,成都,熊猫,,熊猫剧院
2023-08-03 19:30,上海,独行月球,施哲明 遇泓羊 宗智煜 付翔 于梦滢 曹小欠儿 吕太良 黄朝阳 印小倩 黄旖 张淞 何岳城 何聚霆 李昌龙 杨磊 陈沫儿 季子晴 宋鳃鹏 朱婷 郑嘉惠 刘畅,上海文化广场主剧场
2023-08-03 19:30,上海,人间失格,刘令飞 白举纲 李炜铃 亚森 徐梦,上海大剧院大剧场
2023-08-03 19:30,上海,嗜血博士,毛二 朱涵彬 潘珏辰,星空间1023号·涵金小剧场
2023-08-03 19:30,上海,桑塔露琪亚,曹牧之 王天择 李珏,星空间6号·一台好戏小剧场
2023-08-03 19:30,上海,阿波罗尼亚,朱亮 邵奕磊 陈志,星空间1号·一台好戏小剧场
2023-08-03 19:30,上海,月亮与六便士,吴俊鹏 暴晓萱 薛尚文 周钰斐,星空间815号·缪时客小剧场
2023-08-03 19:30,上海,辛吉路的画材店,温升宝 牛博为 林大钦,星空间2号·好好有戏剧场
2023-08-03 19:30,上海,灯塔,赵洪博 蔡淇 冯文彦,星空间9号·鲸剧场
2023-08-03 19:30,上海,翻国王棋,蛋蛋 刘阳 郭亢 车鸣笛 刘明明 张烜尔,星空间77号·鲸剧场
2023-08-03 19:30,上海,阿尔托，梵高,邵立君 施博威 何铭海,星空间17号·NFP小剧场
2023-08-03 19:30,上海,LIZZIE丽兹,刘乙萱 郑涵一 周文嘉 米晨晨,星空间11号·MOriginal Box
2023-08-03 19:30,上海,无人岛,周仕麒 孙天宇 王玙璠,黄浦剧场小剧场
2023-08-03 19:30,上海,双重危机,杨映宇 李存贤,星空间19号
2023-08-03 19:30,北京,北京故事,吴静 李垚垚 霍元圆 霍姝君 林杉 关文庆 袁帅 王玉兰 许晓瑄 胡正昊 杜佳禧 张澜馨 李珺哲 江海洋,京演·民族文化宫大剧院
2023-08-03 19:30,成都,阿波罗尼亚,唐浩瑜 王帅 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-08-03 19:30,成都,熊猫,,熊猫剧院
2023-08-03 19:30,广州,剧院魅影,阿云嘎 杨陈秀一 马添龙 杨丽莹 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-08-03 19:30,广州,阿波罗尼亚,郭洧江 曾鑫 李玉言,阿波罗尼亚·广州馆
2023-08-03 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-08-03 20:00,深圳,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,福田文体中心·戏剧主题馆
2023-08-04 11:30,成都,熊猫,,熊猫剧院
2023-08-04 17:00,上海,LIZZIE丽兹,刘乙萱 郑涵一 邓贤凌 党韫葳,星空间11号·MOriginal Box
2023-08-04 19:00,成都,灯塔,杨博皓 王世鑫 张弋,西部文化产业中心·鲸剧场
2023-08-04 19:00,沈阳,桑塔露琪亚,赵霄汉 姜崃 宋周鑫,盛京大剧院歌剧厅
2023-08-04 19:30,上海,独行月球,熊梓淇 遇泓羊 宗智煜 付翔 于梦滢 曹小欠儿 吕太良 黄朝阳 印小倩 黄旖 张淞 何岳城 何聚霆 李昌龙 杨磊 陈沫儿 季子晴 宋鳃鹏 朱婷 郑嘉惠 刘畅,上海文化广场主剧场
2023-08-04 19:30,上海,人间失格,白举纲 刘令飞 李炜铃 张玮伦 张沁丹,上海大剧院大剧场
2023-08-04 19:30,上海,阴天,钟舜傲 崔秀丽 王培杰,上海共舞台
2023-08-04 19:30,上海,摇滚年代,吴俊鹏 莫海婧 龚子棋 刘瀚聪 何铭海 杜鑫艳 张忆亚 赵洪博 楚笛 饶恒宇 周显波 欧阳乔子 胡洁 苗宸宇,人民大舞台
2023-08-04 19:30,上海,嗜血博士,朱微之 管重昊 钱安琪,星空间1023号·涵金小剧场
2023-08-04 19:30,上海,致命旋律,李存贤 张智伟 翟松 刘乙萱,长江剧场黑匣子
2023-08-04 19:30,上海,阿波罗尼亚,施天玮 张智涵 陈志,星空间1号·一台好戏小剧场
2023-08-04 19:30,上海,Ordinary Days 不·平凡的日子,何郝熙 王颢珏 蔡馨怡 井彦乔,星空间1277号 果俗剧场
2023-08-04 19:30,上海,月亮与六便士,孙豆尔 温雅祺 杜航 卓群,星空间815号·缪时客小剧场
2023-08-04 19:30,上海,小说,丁星辰 相征 纪晓坤,星空间115号·缪时客小剧场
2023-08-04 19:30,上海,辛吉路的画材店,曹屿辰 于滨嘉 顾易,星空间2号·好好有戏剧场
2023-08-04 19:30,上海,翻国王棋,郭虹旭 王逸飞 李佳音 薛尚文 宋元明 张烜尔,星空间77号·鲸剧场
2023-08-04 19:30,上海,阿尔托，梵高,白一博 施博威 智博闻,星空间17号·NFP小剧场
2023-08-04 19:30,上海,嘿！亚利桑那,马小乔 李磊 张艺 周文嘉 连江维 唐超 高旭,嘿！亚利桑那
2023-08-04 19:30,上海,狄俄尼索斯,黄可 王国栋 田野 刘明明,星空间622号·BDWAY小剧场
2023-08-04 19:30,上海,谋杀歌谣,徐步超 孙乐仟 潘龙 覃一凡,上海老卵俱乐部
2023-08-04 19:30,上海,无人岛,陈楷 牛博为 吴杭律,黄浦剧场小剧场
2023-08-04 19:30,上海,双重危机,杨映宇 李政绪,星空间19号
2023-08-04 19:30,北京,北京故事,王莹 林萍 朱桦 赵云红 林杉 关文庆 袁帅 王玉兰 李垚垚 胡正昊 杜佳禧 张澜馨 李珺哲 江海洋,京演·民族文化宫大剧院
2023-08-04 19:30,北京,Time Share House狂想曲,鲁芳岐 孙一城 庞凯航 方潇亦 张雅琪,猕猴桃剧场
2023-08-04 19:30,成都,阿波罗尼亚,唐浩瑜 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-08-04 19:30,成都,熊猫,,熊猫剧院
2023-08-04 19:30,成都,致命旋律,王帅 刘钊 李信 项倩,成都开心麻花9剧场
2023-08-04 19:30,广州,剧院魅影,何亮辰 潘杭苇 赵超凡 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-08-04 19:30,武汉,灯塔,文振宇 陈梓煊 王皓,武汉剧院小剧场
2023-08-04 19:30,南京,南墙计划,徐均朔 李秋盟 刘浩冉 徐杭 孙浩程 崔承宇 赵丹霓 李恩妤 吴志军 杨济连 赵雅妮 赵钱龙 姜均,南京保利大剧院大剧场
2023-08-04 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-08-04 19:30,杭州,蝶变,胥子含 苗梦初 黄周,杭州金沙湖大剧院
2023-08-04 19:30,佛山,卡拉马佐夫兄弟,倪晔 王瀚宇 李炜鹏 郑艺彬 赵凡嘉,佛山琼花大剧院
2023-08-04 19:30,景德镇,哈姆雷特,金圣权 郑棋元 朱芾 林润欣 赵禹钧 徐泽辉 胡芳洲 刘锦,陶溪川大剧院
2023-08-04 19:30,临沂,粉丝来信,张博俊 施哲明 崔恩尔 傅祥安 胡芳洲 舒荣波 刘官卫,临沂大剧院
2023-08-04 20:00,上海,LIZZIE丽兹,严小北 申霓 冯远 米晨晨,星空间11号·MOriginal Box
2023-08-04 20:00,北京,威尼斯商人,洪果 孙化卓 郭禹良 李子健,时间剧场TIME THEATRE
2023-08-04 20:00,成都,Hi Hi 莎士比亚,黄雨蝶 杜皓云 赵奕然 王竞琦,off stage live
2023-08-04 20:00,深圳,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,龙岗文化中心大剧院
2023-08-04 20:00,深圳,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,福田文体中心·戏剧主题馆
2023-08-05 11:30,成都,熊猫,,熊猫剧院
2023-08-05 14:00,上海,独行月球,郭俊宇 胡迪 常浩泽 翟松 谢馨仪 曹小欠儿 吕太良 黄朝阳 印小倩 黄旖 李铭祖 何岳城 何聚霆 李昌龙 杨磊 陈沫儿 季子晴 宋鳃鹏 朱婷 郑嘉惠 刘畅,上海文化广场主剧场
2023-08-05 14:00,上海,翻国王棋,刘瀚聪 王逸飞 李佳音 车鸣笛 刘明明 暴晓萱,星空间77号·鲸剧场
2023-08-05 14:00,南京,火蔷薇,,花乐逗新街口店9馆
2023-08-05 14:30,上海,阴天,钟舜傲 陈昊宇 郭嘉轩,上海共舞台
2023-08-05 14:30,上海,摇滚年代,汤佳明 强东玥 白一博 施天玮 何铭海 杜鑫艳 张忆亚 赵洪博 楚笛 饶恒宇 周显波 欧阳乔子 胡洁 苗宸宇,人民大舞台
2023-08-05 14:30,上海,嗜血博士,马灵奇 徐佳文 潘珏辰,星空间1023号·涵金小剧场
2023-08-05 14:30,上海,Ordinary Days 不·平凡的日子,左一平 李政绪 黎珂儿 井彦乔,星空间1277号 果俗剧场
2023-08-05 14:30,上海,月亮与六便士,吴俊鹏 温雅祺 杜航 邹子月,星空间815号·缪时客小剧场
2023-08-05 14:30,上海,小说,丁星辰 相征 徐步超,星空间115号·缪时客小剧场
2023-08-05 14:30,上海,FLAMES火焰,刘乙萱 纪晓坤 顾易,星空间4号·缪时客小剧场
2023-08-05 14:30,上海,辛吉路的画材店,李珏 尹智博 王颢珏,星空间2号·好好有戏剧场
2023-08-05 14:30,上海,阿尔托，梵高,朱微之 施博威 智博闻,星空间17号·NFP小剧场
2023-08-05 14:30,上海,嘿！亚利桑那,马小乔 滕春鹏 张艺 于梦滢 连江维 宋凯文 高尔金宝音,嘿！亚利桑那
2023-08-05 14:30,上海,狄俄尼索斯,陈晓琼 王国栋 田野 陈膺浩,星空间622号·BDWAY小剧场
2023-08-05 14:30,上海,无人岛,张铎 刘牧 许沁,黄浦剧场小剧场
2023-08-05 14:30,北京,威尼斯商人,洪果 孙化卓 郭禹良 李子健,时间剧场TIME THEATRE
2023-08-05 14:30,北京,蝶变,钱安琪 赵雨卉 刘泽星,西区剧场
2023-08-05 14:30,成都,致命旋律,杨博皓 刘钊 周靖杰 秦子淳,成都开心麻花9剧场
2023-08-05 14:30,广州,剧院魅影,马佳 李泽美 马添龙 周孟涛 李忻润 王峙儒 吴勃臻 陈沁 樊苏颐,广州大剧院歌剧厅
2023-08-05 14:30,广州,阿波罗尼亚,陈科铭 张毅凯 李玉言,阿波罗尼亚·广州馆
2023-08-05 14:30,深圳,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,福田文体中心·戏剧主题馆
2023-08-05 15:00,武汉,灯塔,文振宇 陈梓煊 刘秫呈,武汉剧院小剧场
2023-08-05 15:00,深圳,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,龙岗文化中心大剧院
2023-08-05 17:00,上海,LIZZIE丽兹,严小北 丁臻滢 邓贤凌 王艺鸥,星空间11号·MOriginal Box
2023-08-05 19:00,上海,Little Jack小杰克,田野 闫乐湟,ARK LIVE HOUSE
2023-08-05 19:00,沈阳,桑塔露琪亚,赵霄汉 姜崃 宋周鑫,盛京大剧院歌剧厅
2023-08-05 19:30,上海,独行月球,熊梓淇 遇泓羊 宗智煜 付翔 于梦滢 曹小欠儿 吕太良 黄朝阳 曾天 黄旖 张淞 杨磊 何聚霆 李昌龙 杨磊 陈沫儿 季子晴 宋鳃鹏 朱婷 郑嘉惠 刘畅,上海文化广场主剧场
2023-08-05 19:30,上海,人间失格,刘令飞 白举纲 李炜铃 张玮伦 张沁丹,上海大剧院大剧场
2023-08-05 19:30,上海,阴天,钟舜傲 黄龄 赵伟钢,上海共舞台
2023-08-05 19:30,上海,摇滚年代,吴俊鹏 莫海婧 龚子棋 施天玮 何铭海 凌其尔 张忆亚 赵洪博 楚笛 饶恒宇 胡洁 苗宸宇 周显波 欧阳乔子,人民大舞台
2023-08-05 19:30,上海,嗜血博士,白一博 徐步超 赵子萌,星空间1023号·涵金小剧场
2023-08-05 19:30,上海,致命旋律,朱家鹏 张智伟 翟松 刘乙萱,长江剧场黑匣子
2023-08-05 19:30,上海,Ordinary Days 不·平凡的日子,何郝熙 施博威 蔡馨怡 井彦乔,星空间1277号 果俗剧场
2023-08-05 19:30,上海,月亮与六便士,黄浦申 暴晓萱 杜航 卓群,星空间815号·缪时客小剧场
2023-08-05 19:30,上海,FLAMES火焰,谢一溦 孙豆尔 相征,星空间4号·缪时客小剧场
2023-08-05 19:30,上海,辛吉路的画材店,曹屿辰 夏阳 顾易,星空间2号·好好有戏剧场
